,months_as_customer,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
757,173,8/18/2007,OH,250/500,1000,1274.63,0,441298,MALE,College,machine-op-inspct,basketball,unmarried,51000,0,2/8/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,22,1,YES,2,3,NO,33110,Accura,MDX,1995,0
758,436,4/14/1992,IN,250/500,500,1362.31,0,446606,MALE,High School,prof-specialty,bungie-jumping,wife,67600,-65300,1/13/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,16,1,NO,0,2,NO,59680,Saab,93,2005,0
759,155,8/9/1993,OH,250/500,1000,919.37,0,459537,FEMALE,Associate,protective-serv,hiking,not-in-family,83600,0,1/18/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,0,1,?,0,3,?,32240,Nissan,Maxima,1997,0
760,78,4/2/1991,OH,250/500,1000,1377.23,0,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,3/1/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,1,3,?,2,1,?,34860,Nissan,Maxima,1997,0
761,440,3/15/2007,IL,100/300,1000,995.55,5000000,604948,MALE,College,protective-serv,paintball,wife,51500,-52100,2/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,19,3,YES,0,3,?,43400,Jeep,Wrangler,2007,1
762,264,5/1/2010,IL,100/300,500,1508.12,6000000,433275,MALE,PhD,craft-repair,basketball,wife,0,0,1/20/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,0,3,?,2,1,NO,40500,Jeep,Wrangler,2015,1
763,66,6/24/2003,IN,500/1000,500,484.67,0,608309,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,1/24/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2,3,?,0,2,YES,41720,Volkswagen,Passat,2015,1
764,366,7/8/1990,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,1/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,5,3,YES,1,3,NO,44730,Mercedes,C300,2012,0
765,188,9/24/1994,OH,100/300,500,1457.21,0,471785,FEMALE,JD,adm-clerical,hiking,own-child,46300,0,1/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,6,1,?,2,0,YES,35000,Suburu,Forrestor,2003,0
766,224,6/20/2012,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100,2/4/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,21,3,YES,2,1,?,43260,Suburu,Impreza,2007,0
767,253,4/19/2006,IL,100/300,500,1358.2,0,477636,FEMALE,MD,transport-moving,movies,husband,52900,0,2/14/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,YES,0,0,NO,46960,Jeep,Wrangler,2001,0
768,446,4/7/1999,IL,100/300,1000,1232.79,0,441967,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,1/7/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,YES,2,0,YES,49350,Suburu,Forrestor,2007,0
769,169,12/7/2001,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,4,3,?,2,1,YES,34740,Audi,A5,2005,0
770,255,11/25/2006,IL,250/500,500,1302.34,0,431532,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,1/12/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2,3,NO,1,0,NO,42080,Volkswagen,Jetta,2011,0
771,209,12/6/1996,IN,100/300,500,1264.99,0,614169,MALE,PhD,transport-moving,polo,husband,67800,0,1/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,22,1,?,1,1,NO,25200,Chevrolet,Silverado,1995,0
772,210,7/10/2012,OH,500/1000,500,1467.76,0,601425,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,8,1,?,1,3,YES,50640,Toyota,Highlander,2000,0
773,174,4/7/2014,IN,250/500,2000,1124.43,0,477346,FEMALE,College,farming-fishing,paintball,own-child,0,0,1/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,14,3,YES,0,1,YES,30940,Saab,93,1995,0
774,70,10/11/2003,IL,250/500,1000,1319.81,0,613587,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,1/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,NO,1,0,YES,24640,Toyota,Camry,2006,0
775,89,1/17/2015,IN,100/300,2000,1482.53,0,620358,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,1/23/2015,Parked Car,?,Trivial Damage,Police,WV,Northbrook,5,1,YES,1,2,?,70,Audi,A3,2002,0
776,458,12/7/1992,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,2/25/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,18,1,NO,2,1,NO,43820,Volkswagen,Passat,2003,0
777,239,11/29/2004,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0,0,2/11/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,?,0,0,YES,57060,Dodge,Neon,2003,0
778,161,1/2/2004,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,0,3,YES,2,2,YES,40320,Volkswagen,Jetta,2003,0
779,446,1/25/2006,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0,-15700,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,1,3,?,2,1,NO,60660,Nissan,Ultima,2005,0
780,476,4/18/1993,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,10,1,?,1,2,YES,35920,Suburu,Legacy,2009,0
781,70,12/9/2006,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,NO,0,3,?,46240,Dodge,RAM,2009,0
782,233,8/30/1997,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,1/20/2015,Vehicle Theft,?,Minor Damage,None,NY,Springfield,6,1,NO,0,1,?,2380,Chevrolet,Malibu,2011,0
783,122,6/3/1991,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,2/12/2015,Parked Car,?,Trivial Damage,None,NY,Hillsdale,1,1,NO,0,1,NO,3680,Nissan,Ultima,2003,0
784,335,9/6/1995,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,2/19/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,NO,0,0,YES,26080,BMW,X5,2005,1
785,257,2/9/2000,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,3,YES,2,1,?,38500,Ford,Fusion,2008,1
786,85,7/23/1996,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,14,4,YES,0,0,NO,42960,Toyota,Camry,2012,0
787,133,9/21/2005,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,NO,1,2,?,22120,Dodge,Neon,2007,0
788,119,12/30/2011,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100,0,1/8/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7,1,YES,2,1,YES,28980,Honda,Civic,1998,1
789,169,7/21/1996,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0,-57600,1/16/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,0,1,?,0,0,YES,27090,Volkswagen,Passat,2012,0
790,225,4/8/1996,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,2/20/2015,Parked Car,?,Trivial Damage,None,SC,Northbrook,6,1,YES,2,1,YES,4240,Nissan,Pathfinder,2011,0
791,84,3/4/2001,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,1/30/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,YES,0,2,?,42930,BMW,X6,1995,1
792,169,10/19/2001,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0,-36800,1/19/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,YES,0,3,NO,33600,Suburu,Legacy,2015,0
793,124,8/18/2006,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2/25/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,46160,Toyota,Camry,2003,0
794,320,4/28/2013,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,1/24/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,42120,Saab,95,1995,0
795,297,11/29/2009,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,?,0,3,YES,33300,Jeep,Grand Cherokee,1999,0
796,421,2/15/1990,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,?,2,3,?,67440,Mercedes,E400,2004,1
797,136,4/12/2002,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,1/4/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,21490,Toyota,Corolla,2015,0
798,46,2/21/1999,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2/2/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,?,39620,Toyota,Camry,1999,0
799,34,6/18/2011,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2/1/2015,Parked Car,?,Trivial Damage,None,VA,Hillsdale,20,1,YES,0,1,?,2640,Audi,A3,1998,0
800,95,3/26/1995,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,?,24360,Accura,MDX,1999,0
801,140,5/3/1991,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,2/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,?,2,0,YES,63600,Chevrolet,Tahoe,2000,0
802,200,12/19/2001,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,1/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,?,2,2,NO,44800,Chevrolet,Malibu,2009,0
803,123,8/5/2012,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,1/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,56980,Volkswagen,Jetta,2014,1
804,267,8/9/2004,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,2/3/2015,Parked Car,?,Trivial Damage,None,WV,Arlington,3,1,YES,2,3,YES,3600,Toyota,Camry,1995,0
805,290,1/20/2014,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,1/20/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,33600,Saab,95,2013,0
806,45,12/19/2011,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,36540,Nissan,Pathfinder,2005,0
807,186,7/28/2008,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,?,49200,Audi,A3,1995,0
808,135,5/5/1998,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,?,1,2,NO,54740,Audi,A3,2009,0
809,110,4/16/1995,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,1/26/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,?,2,3,NO,32200,Saab,93,2015,1
810,259,2/14/1992,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,1/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,44380,Ford,Fusion,2012,0
811,114,7/11/2007,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2/25/2015,Vehicle Theft,?,Minor Damage,None,WV,Arlington,3,1,NO,0,3,YES,3640,Chevrolet,Malibu,2013,0
812,404,4/7/2010,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,42480,Accura,MDX,2005,1
813,282,3/10/1991,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2/9/2015,Vehicle Theft,?,Minor Damage,None,WV,Springfield,7,1,?,1,2,NO,2560,Accura,MDX,2013,0
814,57,1/20/1996,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,1/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,43740,Nissan,Maxima,2010,0
815,215,3/1/2010,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2/1/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,?,0,1,NO,49490,Volkswagen,Passat,2008,0
816,140,6/15/2014,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,?,0,0,?,43760,Nissan,Pathfinder,2006,0
817,250,11/25/2004,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,?,1,1,?,54400,Ford,Fusion,2009,1
818,286,8/26/2000,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,1/1/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,?,2870,Chevrolet,Malibu,2009,0
819,356,8/23/2005,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,?,44720,Dodge,RAM,2009,0
820,65,8/9/1990,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0,0,1/28/2015,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,14,1,?,0,0,?,5040,Audi,A5,1999,0
821,187,3/28/2003,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,?,0,0,?,32800,Nissan,Pathfinder,2011,0
822,386,10/23/2007,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,?,2,3,YES,48480,Honda,Civic,2006,0
823,197,6/27/1996,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,1/10/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,53480,Volkswagen,Jetta,1997,1
824,166,12/11/1994,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,37100,Ford,F150,2001,0
825,293,12/5/1995,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,1/10/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,?,1,1,?,41680,Volkswagen,Passat,2002,0
826,179,12/15/1996,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,1/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,?,0,1,?,41300,Suburu,Impreza,2006,0
827,76,6/6/2011,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,?,52290,Suburu,Forrestor,1997,0
828,105,12/13/1995,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,42350,Audi,A5,1995,0
829,97,10/28/1997,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,1/20/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,61760,Jeep,Wrangler,2006,1
830,148,1/4/1996,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,1/10/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,44400,Dodge,Neon,2009,0
831,77,5/9/2008,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,?,50240,Audi,A5,2009,1
832,295,12/5/2009,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,1/16/2015,Vehicle Theft,?,Minor Damage,None,VA,Arlington,10,1,YES,1,3,YES,3420,Nissan,Pathfinder,2007,0
833,126,1/5/1992,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,1/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,?,45200,Ford,F150,2011,0
834,132,11/15/1997,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,1/7/2015,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,3920,Suburu,Legacy,2005,0
835,370,12/22/2012,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,2/17/2015,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,6,1,?,0,2,?,6300,Mercedes,ML350,2015,0
836,257,5/19/1992,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,56880,Nissan,Pathfinder,2006,0
837,9,5/25/2002,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,1/31/2015,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6,1,NO,0,3,YES,4320,Audi,A5,2001,1
838,185,4/21/2010,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,2/27/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,?,37360,BMW,M5,2000,1
839,234,3/26/1990,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,3/1/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,36120,Dodge,Neon,2011,0
840,253,5/12/2007,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2/13/2015,Parked Car,?,Trivial Damage,None,SC,Arlington,9,1,NO,0,3,?,4200,Chevrolet,Malibu,1998,0
841,233,1/2/2001,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,?,1,0,YES,38010,Saab,95,1999,0
842,274,8/10/2006,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2/5/2015,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,?,3870,BMW,X5,2000,0
843,297,7/28/2014,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,2/20/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,?,0,2,?,48090,Toyota,Corolla,2002,1
844,273,9/27/2011,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,?,27860,Jeep,Wrangler,2014,0
845,147,4/20/2013,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,1/31/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,?,0,1,?,43680,Ford,Fusion,2015,1
846,285,3/20/1991,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,?,36890,Toyota,Corolla,2005,0
847,289,12/21/2002,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,1/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,?,53340,Jeep,Wrangler,2010,0
848,427,12/3/2005,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,58410,Volkswagen,Jetta,2004,1
849,380,5/25/2011,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2/24/2015,Parked Car,?,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,4560,Saab,93,2001,0
850,13,10/18/2006,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,1/19/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,77670,Accura,RSX,2014,0
851,282,7/19/2006,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,32760,Audi,A5,2007,1
852,312,6/8/2002,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,42240,Mercedes,ML350,2000,0
853,266,2/12/2009,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,60720,Nissan,Pathfinder,1996,0
854,30,5/14/2001,IN,500/1000,500,1488.26,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,?,46320,Saab,95,2008,0
855,198,2/16/2001,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,1/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,?,1,3,YES,38430,Audi,A3,2015,0
856,290,11/18/1993,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,1/31/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,?,0,1,NO,52960,Suburu,Impreza,2012,0
857,260,2/18/1990,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,2/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,42720,Toyota,Camry,2005,0
858,233,5/21/2000,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,2/17/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,?,2,3,YES,29750,Nissan,Pathfinder,2000,0
859,130,8/26/2012,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,?,35600,Suburu,Legacy,2005,0
